id_cliente,nome,cidade,estado,plano,valor_mensal,data_adesao,status
2823,Ísis Dias,Freitas,RO,Essencial,59.9,2026-01-13,Ativo
2824,Maria Pereira,Fonseca,MA,Premium,89.9,2026-01-13,Ativo
2825,Milena Moura,Novais do Sul,RS,Premium,89.9,2026-01-13,Ativo
2826,Dante Casa Grande,Correia,TO,Essencial,59.9,2026-01-13,Ativo
2827,Sophia Pereira,Lopes,MG,Essencial,59.9,2026-01-13,Churn
2828,João Vitor Fonseca,Nunes,PB,Basico,39.9,2026-01-13,Ativo
2829,Dr. Murilo da Rocha,Aragão,RS,Premium,89.9,2026-01-13,Ativo
2830,Ian Pereira,Viana Paulista,MG,Basico,39.9,2026-01-13,Churn
2831,João Lucas Souza,Casa Grande das Pedras,PE,Essencial,59.9,2026-01-13,Ativo
2832,Ana Clara Vargas,Jesus,MA,Basico,39.9,2026-01-13,Ativo
2833,Henry Gabriel Cassiano,Freitas,DF,Essencial,59.9,2026-01-13,Ativo
2834,Thiago Barros,Ferreira,SC,Essencial,59.9,2026-01-13,Ativo
2835,Maria Fernanda Machado,Farias,ES,Premium,89.9,2026-01-13,Churn
2836,Julia Camargo,Viana de Silveira,CE,Basico,39.9,2026-01-13,Ativo
2837,Dr. Lucas Gabriel Pinto,Barros Paulista,SP,Basico,39.9,2026-01-13,Churn
2838,Dra. Isabel Abreu,Mendonça Alegre,SC,Essencial,59.9,2026-01-13,Ativo
2839,Melissa Vargas,Silveira,AL,Essencial,59.9,2026-01-13,Ativo
2840,Sra. Maria Helena Alves,da Rosa,PB,Basico,39.9,2026-01-13,Ativo
2841,Isis Pacheco,Rezende do Galho,RR,Essencial,59.9,2026-01-13,Ativo
2842,Fernanda Cassiano,Borges,ES,Essencial,59.9,2026-01-13,Ativo
2843,Sra. Ana Pinto,Pastor da Praia,AL,Essencial,59.9,2026-01-13,Ativo
2844,Srta. Esther Silveira,Ribeiro,RO,Essencial,59.9,2026-01-13,Churn
2845,Enzo Moraes,Moreira do Norte,AL,Basico,39.9,2026-01-13,Ativo
2846,Rafael Pereira,Guerra do Norte,SC,Essencial,59.9,2026-01-13,Ativo
2847,Laura Moreira,Pimenta das Pedras,RN,Basico,39.9,2026-01-13,Ativo
2848,Daniel Monteiro,Rocha da Prata,RR,Basico,39.9,2026-01-13,Ativo
2849,Danilo Moreira,Sousa da Praia,RR,Essencial,59.9,2026-01-13,Churn
2850,Emilly Pereira,Leão,SE,Premium,89.9,2026-01-13,Ativo
2851,Zoe Silveira,Pereira,RJ,Premium,89.9,2026-01-13,Churn
2852,Brenda da Paz,Camargo,MA,Premium,89.9,2026-01-13,Ativo
2853,Heitor Dias,Santos do Oeste,MS,Basico,39.9,2026-01-13,Ativo
2854,Matteo Pereira,Leão,AP,Essencial,59.9,2026-01-13,Ativo
2855,Cecilia Araújo,Ramos dos Dourados,PA,Essencial,59.9,2026-01-13,Ativo
2856,Liam Silva,Camargo de Freitas,SC,Premium,89.9,2026-01-13,Churn
2857,Alexia Pacheco,Câmara do Norte,AP,Essencial,59.9,2026-01-13,Ativo
2858,Rhavi Garcia,Teixeira,PI,Basico,39.9,2026-01-13,Ativo
2859,Luna Cavalcanti,Barros de Almeida,RR,Premium,89.9,2026-01-13,Churn
2860,Maria Julia Viana,Castro de Goiás,PB,Basico,39.9,2026-01-13,Churn
2861,Fernando Farias,Jesus,MS,Basico,39.9,2026-01-13,Ativo
2862,Alexandre Barros,Garcia Alegre,BA,Premium,89.9,2026-01-13,Ativo
2863,Lívia Leão,Barbosa,PB,Basico,39.9,2026-01-13,Churn
2864,Sra. Ana Júlia Mendonça,Cavalcanti de Fernandes,RJ,Essencial,59.9,2026-01-13,Ativo
2865,Manuella das Neves,Santos,RJ,Premium,89.9,2026-01-13,Churn
2866,Isaac Barros,Sousa de Silva,RO,Basico,39.9,2026-01-13,Ativo
2867,Luiz Fernando Pacheco,Costela da Prata,BA,Basico,39.9,2026-01-13,Churn
2868,Yuri Cassiano,Cardoso das Flores,PR,Basico,39.9,2026-01-13,Ativo
2869,Joana Ramos,da Rocha,MS,Essencial,59.9,2026-01-13,Ativo
2870,Jade Freitas,Rocha,RS,Premium,89.9,2026-01-13,Ativo
2871,Cauê Cirino,Rodrigues da Mata,RO,Premium,89.9,2026-01-13,Churn
2872,Maria Montenegro,Nogueira da Prata,RO,Essencial,59.9,2026-01-13,Ativo
2873,José Pedro Andrade,Lima,ES,Essencial,59.9,2026-01-13,Ativo
2874,Anthony Nogueira,Cavalcante Paulista,ES,Essencial,59.9,2026-01-13,Ativo
2875,Maria Clara Dias,Pires,MS,Premium,89.9,2026-01-13,Ativo
2876,Théo Sales,Ramos,MS,Premium,89.9,2026-01-13,Ativo
2877,Evelyn Guerra,Moura da Prata,RR,Essencial,59.9,2026-01-13,Churn
2878,Fernanda Cardoso,Casa Grande,ES,Basico,39.9,2026-01-13,Ativo
2879,Maria Clara Pastor,Peixoto,AC,Premium,89.9,2026-01-13,Ativo
2880,Emilly Pastor,Montenegro,MA,Premium,89.9,2026-01-13,Ativo
2881,Maria Júlia Teixeira,Rezende,DF,Premium,89.9,2026-01-13,Ativo
2882,Carlos Eduardo Lima,Cunha do Galho,PI,Basico,39.9,2026-01-13,Ativo
2883,Dra. Ana Lívia Guerra,Freitas do Campo,PI,Basico,39.9,2026-01-13,Ativo
2884,Francisco Albuquerque,da Cunha,MG,Premium,89.9,2026-01-13,Ativo
2885,Stella Fonseca,Campos de Andrade,RN,Premium,89.9,2026-01-13,Ativo
2886,Pietro Nascimento,Siqueira,CE,Basico,39.9,2026-01-13,Ativo
2887,Theo Peixoto,Mendes de da Luz,PB,Basico,39.9,2026-01-13,Ativo
2888,Pedro Miguel Moraes,Andrade de Cirino,PE,Essencial,59.9,2026-01-13,Churn
2889,Bruna Fernandes,Cassiano dos Dourados,BA,Premium,89.9,2026-01-13,Ativo
2890,Emilly Vieira,Carvalho Verde,MA,Premium,89.9,2026-01-13,Ativo
2891,Melina Rios,Câmara de Fonseca,AP,Basico,39.9,2026-01-13,Ativo
2892,Fernando Casa Grande,Brito de da Conceição,PE,Essencial,59.9,2026-01-13,Ativo
2893,Cauã Almeida,Ribeiro do Galho,RR,Essencial,59.9,2026-01-13,Ativo
2894,Théo Aragão,Cavalcanti,SP,Premium,89.9,2026-01-13,Ativo
2895,Sra. Isadora Farias,Cunha Grande,CE,Essencial,59.9,2026-01-13,Ativo
2896,Ana Vitória Rocha,Nunes das Pedras,MG,Essencial,59.9,2026-01-13,Ativo
2897,Pietro Leão,das Neves,AC,Premium,89.9,2026-01-13,Churn
2898,Eduarda Souza,Alves,MT,Basico,39.9,2026-01-13,Ativo
2899,Francisco Gonçalves,Vieira,MT,Essencial,59.9,2026-01-13,Ativo
2900,Diogo Rocha,Fernandes,MA,Essencial,59.9,2026-01-13,Ativo
2901,Fernanda Jesus,Fonseca das Flores,DF,Essencial,59.9,2026-01-13,Ativo
2902,Bernardo Novais,Marques,PA,Basico,39.9,2026-01-13,Ativo
2903,Henry Gabriel Martins,da Rocha,MS,Basico,39.9,2026-01-13,Ativo
2904,Benício Aragão,Vargas dos Dourados,RN,Basico,39.9,2026-01-13,Ativo
2905,Cecília Carvalho,Correia,BA,Basico,39.9,2026-01-13,Ativo
2906,Pedro Henrique Machado,Rodrigues do Norte,DF,Essencial,59.9,2026-01-13,Ativo
2907,Davi Luiz Castro,Nunes dos Dourados,SP,Basico,39.9,2026-01-13,Ativo
2908,Hadassa Montenegro,Brito,RN,Essencial,59.9,2026-01-13,Ativo
2909,João Vitor da Mata,Barros,PA,Premium,89.9,2026-01-13,Ativo
2910,Yasmin das Neves,Cassiano,RS,Basico,39.9,2026-01-13,Ativo
2911,Lucas Gabriel da Cruz,Mendes,DF,Essencial,59.9,2026-01-13,Ativo
2912,Ana Liz Cavalcante,Moura,SP,Basico,39.9,2026-01-13,Ativo
2913,Bryan Silva,Costa dos Dourados,PE,Basico,39.9,2026-01-13,Ativo
2914,Liam Aparecida,Câmara,RR,Basico,39.9,2026-01-13,Ativo
2915,Maitê Novaes,Freitas Paulista,PI,Basico,39.9,2026-01-13,Ativo
2916,Dra. Liz Pereira,Albuquerque,AM,Essencial,59.9,2026-01-13,Ativo
2917,Dr. Augusto Machado,Costa,DF,Premium,89.9,2026-01-13,Ativo
2918,Juliana Souza,Novaes de Albuquerque,MT,Basico,39.9,2026-01-13,Ativo
2919,Thales Machado,Camargo,GO,Premium,89.9,2026-01-13,Ativo
2920,Maria Luísa Souza,Gonçalves,PE,Basico,39.9,2026-01-13,Ativo
2921,Letícia da Rocha,Alves,PB,Premium,89.9,2026-01-13,Ativo
2922,Srta. Anna Liz Siqueira,Cunha do Sul,AL,Essencial,59.9,2026-01-13,Churn
2923,Esther Silva,Mendes das Pedras,MT,Premium,89.9,2026-01-13,Ativo
2924,Caleb Câmara,da Paz,PB,Essencial,59.9,2026-01-13,Ativo
2925,Julia Novais,Fernandes das Flores,PR,Basico,39.9,2026-01-13,Churn
2926,Manuella Vargas,Lima de da Paz,RN,Basico,39.9,2026-01-13,Ativo
2927,Luiz Fernando da Luz,Freitas de Cassiano,TO,Basico,39.9,2026-01-13,Churn
2928,Liz Correia,Pires do Norte,DF,Premium,89.9,2026-01-13,Ativo
2929,Alana Pires,Fonseca do Galho,MA,Premium,89.9,2026-01-13,Ativo
2930,Luna Lopes,Sales de Montenegro,PI,Essencial,59.9,2026-01-13,Ativo
2931,Bianca Teixeira,Correia,MG,Premium,89.9,2026-01-13,Ativo
2932,Sra. Clara Rezende,Aparecida de Teixeira,RR,Premium,89.9,2026-01-13,Ativo
2933,Rael Lima,Garcia,PA,Basico,39.9,2026-01-13,Ativo
2934,Lucas Gabriel Sousa,Lima,PR,Premium,89.9,2026-01-13,Ativo
2935,Luan da Luz,Santos de Porto,MA,Premium,89.9,2026-01-13,Churn
2936,José Cunha,Freitas de Monteiro,TO,Basico,39.9,2026-01-13,Churn
2937,Dr. Leonardo Siqueira,Aparecida,PB,Premium,89.9,2026-01-13,Ativo
2938,Dra. Lívia Vasconcelos,da Rosa das Pedras,CE,Basico,39.9,2026-01-13,Ativo
2939,Mateus Marques,Castro do Amparo,RS,Essencial,59.9,2026-01-13,Ativo
2940,Ester Rios,Cunha do Oeste,PI,Essencial,59.9,2026-01-13,Ativo
2941,Sr. Erick Montenegro,Sá do Oeste,PI,Premium,89.9,2026-01-13,Churn
2942,Dom Peixoto,Câmara,PE,Basico,39.9,2026-01-13,Ativo
2943,Oliver da Mota,Rocha,RJ,Basico,39.9,2026-01-13,Churn
2944,Dr. Lucca da Cunha,Costela da Serra,AL,Essencial,59.9,2026-01-13,Ativo
2945,Breno Novaes,Pereira,RO,Premium,89.9,2026-01-13,Ativo
2946,Rhavi Rocha,Jesus do Campo,RJ,Basico,39.9,2026-01-13,Ativo
2947,José Pedro Pacheco,Brito,SE,Essencial,59.9,2026-01-13,Ativo
2948,Rhavi Rocha,da Mata,CE,Essencial,59.9,2026-01-13,Ativo
2949,Cecília Cunha,Gomes das Flores,BA,Premium,89.9,2026-01-13,Ativo
2950,Natália Costela,da Cunha,AM,Essencial,59.9,2026-01-13,Ativo
2951,Alexia Rocha,Borges,TO,Premium,89.9,2026-01-13,Ativo
2952,Dra. Maria Fernanda Pinto,Ramos,MS,Essencial,59.9,2026-01-13,Ativo
2953,Hadassa Rocha,Melo,MG,Basico,39.9,2026-01-13,Churn
2954,Théo Pacheco,Lopes,DF,Basico,39.9,2026-01-13,Churn
2955,Srta. Maya das Neves,Sales,MT,Essencial,59.9,2026-01-13,Ativo
2956,Amanda Castro,Silva do Galho,DF,Premium,89.9,2026-01-13,Ativo
2957,Srta. Beatriz Borges,Siqueira de da Paz,BA,Basico,39.9,2026-01-13,Ativo
2958,Srta. Isabella Marques,Castro,PE,Essencial,59.9,2026-01-13,Ativo
2959,Marina Pinto,Camargo,MT,Premium,89.9,2026-01-13,Ativo
2960,Sr. Luiz Fernando Marques,Rocha,PI,Premium,89.9,2026-01-13,Churn
2961,Srta. Manuela Moraes,Casa Grande,RS,Essencial,59.9,2026-01-13,Ativo
2962,Isabel Costa,Vargas,AP,Premium,89.9,2026-01-13,Churn
2963,Luiz Miguel Pinto,Fonseca de Goiás,AL,Basico,39.9,2026-01-13,Ativo
2964,Noah Ferreira,Sampaio Grande,RN,Essencial,59.9,2026-01-13,Churn
2965,Pietro Souza,Gonçalves,SE,Essencial,59.9,2026-01-13,Churn
2966,Renan da Mata,Novais da Praia,MA,Essencial,59.9,2026-01-13,Ativo
2967,Dr. Emanuel Alves,Moura,MT,Basico,39.9,2026-01-13,Ativo
2968,Daniela Monteiro,Almeida,MT,Premium,89.9,2026-01-13,Ativo
2969,Dra. Isabel Cunha,Guerra,RN,Premium,89.9,2026-01-13,Ativo
2970,Yasmin Gomes,da Rocha de Fernandes,PI,Premium,89.9,2026-01-13,Ativo
2971,Isabelly Vargas,Cirino da Praia,RN,Premium,89.9,2026-01-13,Ativo
2972,Enzo Rodrigues,Monteiro da Prata,PR,Basico,39.9,2026-01-13,Ativo
2973,Sarah Sales,Rocha do Sul,GO,Basico,39.9,2026-01-13,Ativo
2974,Gabriela Pacheco,Lima,RJ,Premium,89.9,2026-01-13,Ativo
2975,Pedro Lucas Castro,Novaes,PB,Basico,39.9,2026-01-13,Ativo
2976,Ágatha Cassiano,Ramos,AL,Basico,39.9,2026-01-13,Ativo
2977,Larissa Freitas,Porto,MA,Essencial,59.9,2026-01-13,Ativo
2978,Luiz Felipe Andrade,Araújo do Galho,MT,Essencial,59.9,2026-01-13,Ativo
2979,Sophia Teixeira,Castro de Minas,PE,Premium,89.9,2026-01-13,Ativo
2980,Henry Garcia,Rodrigues,AC,Premium,89.9,2026-01-13,Ativo
2981,Sra. Aylla Carvalho,Fogaça Alegre,AL,Premium,89.9,2026-01-13,Ativo
2982,Sr. Davi Miguel Câmara,Rodrigues de Moreira,RR,Basico,39.9,2026-01-13,Ativo
2983,Sra. Zoe Pereira,Cassiano,PI,Premium,89.9,2026-01-13,Ativo
2984,Maria Caldeira,Cavalcante de Campos,BA,Essencial,59.9,2026-01-13,Ativo
2985,Esther Mendonça,Jesus,PA,Basico,39.9,2026-01-13,Ativo
2986,Amanda Pastor,Vieira,MS,Basico,39.9,2026-01-13,Ativo
2987,Sra. Heloisa Borges,Fernandes,TO,Basico,39.9,2026-01-13,Ativo
2988,Dom Ramos,Moreira de Goiás,ES,Basico,39.9,2026-01-13,Churn
2989,Júlia Costa,Andrade,CE,Premium,89.9,2026-01-13,Churn
2990,Sabrina Vieira,Oliveira de Goiás,SE,Basico,39.9,2026-01-13,Ativo
2991,Murilo Cardoso,Borges Alegre,ES,Basico,39.9,2026-01-13,Ativo
2992,Ana Luiza Carvalho,da Luz,MG,Basico,39.9,2026-01-13,Churn
2993,Brenda Porto,Rocha,RS,Basico,39.9,2026-01-13,Ativo
2994,Nicolas Caldeira,Monteiro de Vargas,RR,Basico,39.9,2026-01-13,Churn
2995,Bruno da Paz,Sampaio,SC,Essencial,59.9,2026-01-13,Ativo
2996,Antony Teixeira,Freitas,RJ,Basico,39.9,2026-01-13,Churn
2997,Nicole Vargas,Ferreira,GO,Premium,89.9,2026-01-13,Ativo
2998,Arthur Gabriel Moraes,Guerra,SE,Premium,89.9,2026-01-13,Ativo
2999,Enzo Gonçalves,Costela,GO,Essencial,59.9,2026-01-13,Ativo
3000,Antony Silva,Monteiro,SC,Essencial,59.9,2026-01-13,Churn
3001,Maysa Monteiro,Aragão da Serra,SE,Essencial,59.9,2026-01-13,Ativo
3002,Mariah Câmara,Correia do Galho,MG,Essencial,59.9,2026-01-13,Churn
3003,Davi Lucca Nunes,Caldeira do Oeste,TO,Basico,39.9,2026-01-13,Ativo
3004,Antonella Novais,Castro,PA,Basico,39.9,2026-01-13,Churn
3005,Maria Luísa Moreira,Barbosa Alegre,MT,Premium,89.9,2026-01-13,Ativo
3006,Levi Cirino,Silveira,RS,Essencial,59.9,2026-01-13,Ativo
3007,Caio Cirino,Teixeira do Campo,AM,Essencial,59.9,2026-01-13,Churn
3008,Beatriz Oliveira,Cunha,GO,Essencial,59.9,2026-01-13,Ativo
3009,Benicio Monteiro,Rocha de Goiás,AM,Premium,89.9,2026-01-13,Ativo
3010,Luiz Gustavo Fonseca,Pimenta,AL,Basico,39.9,2026-01-13,Ativo
3011,Sofia Rodrigues,Sousa de Costela,AL,Basico,39.9,2026-01-13,Ativo
3012,Dr. Brayan Pimenta,Dias,MT,Essencial,59.9,2026-01-13,Ativo
3013,Caio Guerra,Pires,RJ,Basico,39.9,2026-01-13,Ativo
3014,Dr. Emanuel Carvalho,Cunha,AM,Premium,89.9,2026-01-13,Churn
3015,Maya Araújo,Cunha,MG,Essencial,59.9,2026-01-13,Churn
3016,Igor Sales,Silveira de Pereira,RO,Basico,39.9,2026-01-13,Ativo
3017,Alice da Mata,Borges Verde,SE,Premium,89.9,2026-01-13,Ativo
3018,Dr. Yuri Cardoso,Peixoto,DF,Essencial,59.9,2026-01-13,Ativo
3019,Ana Beatriz Caldeira,Siqueira da Prata,SC,Premium,89.9,2026-01-13,Ativo
3020,Vitor Carvalho,Campos dos Dourados,MT,Premium,89.9,2026-01-13,Ativo
3021,Manuela Cassiano,da Paz,RJ,Essencial,59.9,2026-01-13,Ativo
3022,Sr. Davi Teixeira,Silva,PR,Premium,89.9,2026-01-13,Ativo
3023,Theodoro Borges,Pereira das Pedras,ES,Essencial,59.9,2026-01-13,Ativo
3024,Esther Oliveira,Moreira do Amparo,SE,Basico,39.9,2026-01-13,Ativo
3025,Augusto Duarte,Moreira,RR,Basico,39.9,2026-01-13,Ativo
3026,Dra. Maysa Aparecida,Costela,AL,Basico,39.9,2026-01-13,Ativo
3027,Maria Julia Campos,Machado Verde,SE,Basico,39.9,2026-01-13,Ativo
3028,Melissa Cirino,Guerra,RN,Essencial,59.9,2026-01-13,Churn
3029,Maria Flor Rezende,Cirino,SC,Essencial,59.9,2026-01-13,Ativo
3030,Srta. Isabel Aparecida,da Paz do Galho,RR,Premium,89.9,2026-01-13,Ativo
3031,Dr. Vitor Gabriel das Neves,Fonseca Verde,MA,Essencial,59.9,2026-01-13,Churn
3032,Bella Moreira,Alves de Leão,ES,Basico,39.9,2026-01-13,Ativo
3033,Luiza Ribeiro,Fernandes do Oeste,MG,Essencial,59.9,2026-01-13,Ativo
3034,Esther Monteiro,Ribeiro das Pedras,RJ,Essencial,59.9,2026-01-13,Ativo
3035,Vicente Freitas,Moreira,PR,Basico,39.9,2026-01-13,Churn
3036,Léo Mendes,Novais,CE,Essencial,59.9,2026-01-13,Ativo
3037,André Ferreira,Caldeira de Pimenta,MS,Premium,89.9,2026-01-13,Churn
3038,Isaac Abreu,Teixeira das Flores,RS,Essencial,59.9,2026-01-13,Ativo
3039,Ana Luiza Vieira,Vieira,SP,Essencial,59.9,2026-01-13,Ativo
3040,Gustavo Henrique Costela,Vargas do Amparo,CE,Premium,89.9,2026-01-13,Ativo
3041,Dr. Marcelo Ramos,Araújo Verde,CE,Essencial,59.9,2026-01-13,Ativo
3042,Renan Sales,Santos,PE,Basico,39.9,2026-01-13,Ativo
3043,Joana Fonseca,Mendes,RO,Basico,39.9,2026-01-13,Ativo
3044,Zoe Abreu,Câmara da Praia,PR,Basico,39.9,2026-01-13,Ativo
3045,Ísis Azevedo,Rezende da Praia,TO,Premium,89.9,2026-01-13,Ativo
3046,Isabela Borges,da Luz da Serra,AP,Basico,39.9,2026-01-13,Ativo
3047,Ravi Lucca Jesus,Ramos,MT,Essencial,59.9,2026-01-13,Ativo
3048,Dr. Antônio Carvalho,Machado,RR,Premium,89.9,2026-01-13,Ativo
3049,Aurora da Conceição,Peixoto,PB,Essencial,59.9,2026-01-13,Ativo
3050,Sofia Dias,Fonseca,RJ,Essencial,59.9,2026-01-13,Churn
3051,Ravy Ramos,Cirino,AP,Premium,89.9,2026-01-13,Ativo
3052,Samuel Aparecida,da Conceição,MG,Essencial,59.9,2026-01-13,Ativo
3053,Dra. Isis Azevedo,Pereira das Pedras,PE,Basico,39.9,2026-01-13,Ativo
3054,Diogo da Rosa,Aparecida,CE,Basico,39.9,2026-01-13,Ativo
3055,Francisco da Conceição,Viana dos Dourados,MA,Premium,89.9,2026-01-13,Ativo
3056,Kamilly da Cunha,Lopes,AM,Basico,39.9,2026-01-13,Ativo
3057,Maria Vitória Santos,Albuquerque,SC,Essencial,59.9,2026-01-13,Churn
3058,Alana Viana,Duarte do Campo,PI,Basico,39.9,2026-01-13,Ativo
3059,Srta. Esther Abreu,Nascimento,PR,Premium,89.9,2026-01-13,Ativo
3060,Jade Cirino,Andrade,PI,Basico,39.9,2026-01-13,Ativo
3061,Dr. Luigi Oliveira,Costela,PR,Basico,39.9,2026-01-13,Ativo
3062,Nicolas Ramos,Nogueira Grande,RO,Essencial,59.9,2026-01-13,Churn
3063,Gael Henrique Cavalcante,Cassiano Verde,PI,Essencial,59.9,2026-01-13,Ativo
3064,Maysa Sá,Santos,RS,Basico,39.9,2026-01-13,Ativo
3065,Yago Carvalho,Azevedo de Pinto,GO,Essencial,59.9,2026-01-13,Ativo
3066,Stella Moreira,Rocha dos Dourados,AL,Basico,39.9,2026-01-13,Ativo
3067,Sr. Samuel Brito,Castro,AM,Premium,89.9,2026-01-13,Churn
3068,Luiz Felipe Silveira,Nogueira do Norte,AM,Premium,89.9,2026-01-13,Ativo
3069,Enrico Pereira,Martins,TO,Basico,39.9,2026-01-13,Ativo
3070,Dra. Maria Laura Ribeiro,Pimenta,TO,Premium,89.9,2026-01-13,Churn
3071,Enrico Novais,Cunha do Amparo,RN,Premium,89.9,2026-01-13,Churn
3072,Yuri Vieira,Vasconcelos Alegre,CE,Premium,89.9,2026-01-13,Ativo
3073,Luiz Fernando Borges,Souza,AP,Essencial,59.9,2026-01-13,Ativo
3074,Sra. Gabriela da Costa,Aparecida de Novais,MS,Basico,39.9,2026-01-13,Ativo
3075,Sr. Miguel Almeida,Siqueira do Campo,PI,Basico,39.9,2026-01-13,Ativo
3076,Maria Luísa Rezende,Oliveira de Ferreira,GO,Basico,39.9,2026-01-13,Ativo
3077,Pietro Barbosa,Martins,BA,Essencial,59.9,2026-01-13,Ativo
3078,Cecília Albuquerque,Castro das Flores,AM,Premium,89.9,2026-01-13,Churn
3079,Luigi Casa Grande,Moura,AM,Essencial,59.9,2026-01-13,Ativo
3080,Vitor Gabriel Garcia,Sampaio,PI,Basico,39.9,2026-01-13,Ativo
3081,Sra. Maysa Aragão,Fonseca do Oeste,SP,Essencial,59.9,2026-01-13,Churn
3082,Ana Liz Ferreira,Aparecida,RS,Basico,39.9,2026-01-13,Ativo
3083,Dante Pinto,Sales,PR,Premium,89.9,2026-01-13,Churn
3084,Bella da Paz,da Costa,RO,Basico,39.9,2026-01-13,Ativo
3085,Arthur Miguel Leão,Peixoto,RS,Essencial,59.9,2026-01-13,Ativo
3086,Evelyn da Luz,Fernandes da Serra,PA,Essencial,59.9,2026-01-13,Ativo
3087,Ana Beatriz da Conceição,Garcia,CE,Basico,39.9,2026-01-13,Ativo
3088,Sra. Camila da Rosa,Alves,RO,Essencial,59.9,2026-01-13,Ativo
3089,Dr. Yan Azevedo,Cavalcante da Prata,RO,Premium,89.9,2026-01-13,Ativo
3090,Dr. Otávio Oliveira,Fonseca,PI,Basico,39.9,2026-01-13,Ativo
3091,João Pedro Casa Grande,Sá,RN,Premium,89.9,2026-01-13,Ativo
3092,Ana Sophia Barbosa,Sampaio,MS,Essencial,59.9,2026-01-13,Churn
3093,Henry Macedo,Albuquerque Paulista,TO,Essencial,59.9,2026-01-13,Ativo
3094,Maria Luiza Viana,Novais da Serra,PB,Premium,89.9,2026-01-13,Ativo
3095,Sr. Theodoro Vargas,Carvalho,MA,Essencial,59.9,2026-01-13,Churn
3096,Lucas Dias,Mendonça das Flores,TO,Basico,39.9,2026-01-13,Ativo
3097,Lucca Cardoso,Sousa,GO,Basico,39.9,2026-01-13,Ativo
3098,Nicolas Mendes,da Costa Grande,RN,Essencial,59.9,2026-01-13,Ativo
3099,Fernanda Vieira,Duarte,DF,Premium,89.9,2026-01-13,Ativo
3100,Luara Costa,Novaes da Serra,PR,Essencial,59.9,2026-01-13,Ativo
3101,João Pedro Freitas,Mendes,PI,Premium,89.9,2026-01-13,Churn
3102,Miguel Vieira,Araújo da Mata,MS,Premium,89.9,2026-01-13,Churn
3103,Luigi Peixoto,Sá,ES,Basico,39.9,2026-01-13,Ativo
3104,Isadora Moraes,Moreira das Pedras,RR,Basico,39.9,2026-01-13,Churn
3105,Dr. Bruno Sampaio,Aparecida Grande,AL,Premium,89.9,2026-01-13,Ativo
3106,Maria Luiza Sousa,Aragão,RN,Essencial,59.9,2026-01-13,Ativo
3107,Pedro Miguel Cunha,das Neves,BA,Essencial,59.9,2026-01-13,Ativo
3108,Evelyn Almeida,Jesus de da Mata,PB,Basico,39.9,2026-01-13,Ativo
3109,Srta. Olívia Cunha,Jesus,RR,Premium,89.9,2026-01-13,Churn
3110,Marcelo Macedo,Garcia,AM,Essencial,59.9,2026-01-13,Ativo
3111,Luísa Pastor,Aragão,SC,Essencial,59.9,2026-01-13,Ativo
3112,Gustavo Henrique da Cruz,Moreira,AP,Basico,39.9,2026-01-13,Ativo
3113,Maria Eduarda Pinto,Rezende dos Dourados,BA,Essencial,59.9,2026-01-13,Ativo
3114,Dra. Liz Fogaça,Vargas,SC,Basico,39.9,2026-01-13,Ativo
3115,Maitê Novaes,Fernandes do Oeste,SP,Premium,89.9,2026-01-13,Ativo
3116,João Miguel Pimenta,Pinto,AP,Basico,39.9,2026-01-13,Ativo
3117,José Vargas,Correia,SC,Basico,39.9,2026-01-13,Ativo
3118,Pedro Henrique Guerra,Santos de Fogaça,SP,Premium,89.9,2026-01-13,Churn
3119,Enzo Gabriel Siqueira,Sampaio,DF,Essencial,59.9,2026-01-13,Churn
3120,Ana Liz Pinto,Cirino,AM,Basico,39.9,2026-01-13,Churn
3121,Thiago Monteiro,Siqueira,MA,Essencial,59.9,2026-01-13,Ativo
3122,Cecília Gonçalves,da Conceição,SE,Basico,39.9,2026-01-13,Ativo
3123,Luna Aparecida,Jesus,MG,Premium,89.9,2026-01-13,Ativo
3124,Eloah Aragão,Viana,SE,Essencial,59.9,2026-01-13,Ativo
3125,Maysa Peixoto,Siqueira de da Rocha,TO,Premium,89.9,2026-01-13,Ativo
3126,Sra. Maria Isis Costa,Dias de Nunes,RN,Essencial,59.9,2026-01-13,Ativo
3127,Ravy Leão,Vieira,AL,Premium,89.9,2026-01-13,Ativo
3128,Otto Freitas,da Rocha das Pedras,MA,Basico,39.9,2026-01-13,Ativo
3129,Lucas Gabriel Cavalcante,Guerra,MA,Essencial,59.9,2026-01-13,Ativo
3130,Olivia Fernandes,da Mata de Goiás,AP,Basico,39.9,2026-01-13,Ativo
3131,Lara Costela,Casa Grande,PA,Basico,39.9,2026-01-13,Ativo
3132,Heitor Azevedo,da Luz de Carvalho,PB,Premium,89.9,2026-01-13,Ativo
3133,José Moraes,Almeida de Costa,PI,Basico,39.9,2026-01-13,Ativo
3134,Clara Cavalcanti,Vargas,PB,Essencial,59.9,2026-01-13,Ativo
3135,Eduardo Almeida,Monteiro Alegre,MA,Premium,89.9,2026-01-13,Ativo
3136,Hellena da Mota,Melo de da Cruz,RO,Premium,89.9,2026-01-13,Ativo
3137,Ana Luiza Guerra,Marques de Siqueira,PE,Basico,39.9,2026-01-13,Ativo
3138,Sr. Liam Pires,Duarte Grande,SC,Basico,39.9,2026-01-13,Churn
3139,Nina Fonseca,Rezende do Galho,AL,Basico,39.9,2026-01-13,Ativo
3140,Ana Júlia Oliveira,Fonseca Paulista,AM,Essencial,59.9,2026-01-13,Ativo
